date,pixel_id,ndvi
2021-01-01,1,0.5668830842898965
2021-01-17,1,0.6339685433492098
2021-02-02,1,0.6947747572819859
2021-02-18,1,0.7126426243181302
2021-03-06,1,0.7253417972015253
2021-03-22,1,0.8008740336925375
2021-04-07,1,0.7892453837377558
2021-04-23,1,0.7790550599376505
2021-05-09,1,0.779295428163563
2021-05-25,1,0.7095441947853659
2021-06-10,1,0.6271703467740432
2021-06-26,1,0.5529655619518101
2021-07-12,1,0.5192190794943701
2021-07-28,1,0.4435505824881137
2021-08-13,1,0.37881833246225544
2021-08-29,1,0.3269390267946614
2021-09-14,1,0.33173220404745046
2021-09-30,1,0.2501740359238231
2021-10-16,1,0.29772321417294423
2021-11-01,1,0.3199051876763982
2021-11-17,1,0.3779766489438698
2021-12-03,1,0.42659896609123577
2021-12-19,1,0.5178800900749752
2022-01-04,1,0.5924236136584075
2022-01-20,1,0.6688388408375505
2022-02-05,1,0.7022539196075245
2022-02-21,1,0.7903496715693632
2022-03-09,1,0.7838863697410834
2022-03-25,1,0.7728809881991049
2022-04-10,1,0.833976977558088
2022-04-26,1,0.779106819044769
2022-05-12,1,0.7377466911310718
2022-05-28,1,0.6790809827289969
2022-06-13,1,0.6361782109624908
2022-06-29,1,0.5329862166351294
2022-07-15,1,0.4933919746600401
2022-07-31,1,0.42742792761284965
2022-08-16,1,0.37935687487087333
2022-09-01,1,0.31101707135152057
2022-09-17,1,0.30270741945556706
2022-10-03,1,0.33903433427944807
2022-10-19,1,0.3302244095466314
2022-11-04,1,0.3186216196499054
2022-11-20,1,0.3858767918006999
2022-12-06,1,0.42661181159790484
2022-12-22,1,0.4973457237790121
2021-01-01,2,0.5315423956726273
2021-01-17,2,0.6003527455221069
2021-02-02,2,0.6740838968931769
2021-02-18,2,0.7306160749767111
2021-03-06,2,0.730116696686225
2021-03-22,2,0.8110766606865218
2021-04-07,2,0.7831819005862467
2021-04-23,2,0.7750032002252265
2021-05-09,2,0.7540894165086264
2021-05-25,2,0.7005185497652444
2021-06-10,2,0.6216125718499386
2021-06-26,2,0.6279864787821303
2021-07-12,2,0.5252888376324731
2021-07-28,2,0.42575252629908167
2021-08-13,2,0.3765822675017197
2021-08-29,2,0.32394994094155877
2021-09-14,2,0.3046999721877775
2021-09-30,2,0.28316338645022915
2021-10-16,2,0.29557619919250283
2021-11-01,2,0.3109063578989991
2021-11-17,2,0.3842350372596351
2021-12-03,2,0.4101390899777288
2021-12-19,2,0.49469342804840244
2022-01-04,2,0.5731663529627852
2022-01-20,2,0.6496943421081813
2022-02-05,2,0.6855630718855598
2022-02-21,2,0.7817093446936556
2022-03-09,2,0.7637024680915435
2022-03-25,2,0.7977694185227068
2022-04-10,2,0.7673398134289433
2022-04-26,2,0.7764102139636668
2022-05-12,2,0.75193742276593
2022-05-28,2,0.6820069068730658
2022-06-13,2,0.6167119517399394
2022-06-29,2,0.5585953575154425
2022-07-15,2,0.4748527319534084
2022-07-31,2,0.45788142391202463
2022-08-16,2,0.3640511128751646
2022-09-01,2,0.3548582878256773
2022-09-17,2,0.29506459542809704
2022-10-03,2,0.2681563056934376
2022-10-19,2,0.3272824043576953
2022-11-04,2,0.3312583115008461
2022-11-20,2,0.3788146051345976
2022-12-06,2,0.4436832579433896
2022-12-22,2,0.5210239854367745
2021-01-01,3,0.5605504072344704
2021-01-17,3,0.5992854847946505
2021-02-02,3,0.6560104742463628
2021-02-18,3,0.7572351799417724
2021-03-06,3,0.7478453856231916
2021-03-22,3,0.798513378687744
2021-04-07,3,0.8046579807192688
2021-04-23,3,0.7776846465338196
2021-05-09,3,0.7646462813847619
2021-05-25,3,0.6976995103643496
2021-06-10,3,0.6570129863694374
2021-06-26,3,0.5644424604152916
2021-07-12,3,0.5081822451823211
2021-07-28,3,0.4546953953678702
2021-08-13,3,0.38827322615035564
2021-08-29,3,0.32917056377091286
2021-09-14,3,0.2879166006072487
2021-09-30,3,0.323692027229413
2021-10-16,3,0.2860312565461038
2021-11-01,3,0.3378552562035688
2021-11-17,3,0.3846049048915904
2021-12-03,3,0.4382583250940471
2021-12-19,3,0.48293357501852624
2022-01-04,3,0.5797503624828602
2022-01-20,3,0.6510956279560997
2022-02-05,3,0.6858667179227635
2022-02-21,3,0.7626630690249652
2022-03-09,3,0.7649522097105971
2022-03-25,3,0.8283139229555395
2022-04-10,3,0.7550337147903516
2022-04-26,3,0.7650450291530985
2022-05-12,3,0.7357097379430239
2022-05-28,3,0.6916995329096999
2022-06-13,3,0.6459650367618355
2022-06-29,3,0.5403167067759014
2022-07-15,3,0.5093520864317869
2022-07-31,3,0.4451963572941592
2022-08-16,3,0.41061676039778205
2022-09-01,3,0.3491901167603147
2022-09-17,3,0.30577530023126986
2022-10-03,3,0.3107198671023504
2022-10-19,3,0.3133825433591088
2022-11-04,3,0.3557523500225897
2022-11-20,3,0.4068410810312607
2022-12-06,3,0.43105377262334743
2022-12-22,3,0.49812605888165323
